Identifiant,Nom spectacle,Nom spectacle + [identifiant],URL,Lien image,Heure début,Heure fin,Durée,Lieu,Salle,Type Public,Jour relâche,Type,04/07/2025,05/07/2025,06/07/2025,07/07/2025,08/07/2025,09/07/2025,10/07/2025,11/07/2025,12/07/2025,13/07/2025,14/07/2025,15/07/2025,16/07/2025,17/07/2025,18/07/2025,19/07/2025,20/07/2025,21/07/2025,22/07/2025,23/07/2025,24/07/2025,25/07/2025,26/07/2025,Compagnie_website,Compagnie_instagram,Compagnie_facebook,Tarif_plein,Tarif_abonne,Tarif_enfant,Tarif_reduit,Entree_libre
0,Données mises à jour le 02 juillet 2025 à 22h00,Données mises à jour le 02 juillet 2025 à 22h00 [0],,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
5697,Imprenable,Imprenable [5697],http://www.festivaloffavignon.com/spectacles/5697-imprenable,https://www.festivaloffavignon.com/data/spectacles/5697-r94dsUHyhU7wRo9zLgcg-catalogue.png,11:00:00,12:00:00,1:00:00,3 RAISINS,3 Raisins,Tout public à partir de 7 ans,Mercredi,Théâtre contemporain,False,False,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://www.naylcreations.com/,https://www.instagram.com/nayl_crea,,17€,12€,,,
5493,Les Naufragés de la Lune,Les Naufragés de la Lune [5493],http://www.festivaloffavignon.com/spectacles/5493-les-naufrags-de-la-lune,https://www.festivaloffavignon.com/data/spectacles/5493-R6etMpojf37iCbpArMJ0-catalogue.png,20:15:00,21:30:00,1:15:00,HUMANUM,Humanum,Tout public à partir de 12 ans,Mercredi,Théâtre contemporain,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,https://www.lesillusionsdupoulpe.fr,,,17€,12€,,,
5664,Hold up et bras cassés,Hold up et bras cassés [5664],http://www.festivaloffavignon.com/spectacles/5664-hold-up-et-bras-casss,https://www.festivaloffavignon.com/data/spectacles/5664-Ic1PiXo30SPhgAB2xCgh-catalogue.jpg,12:25:00,13:45:00,1:20:00,PARIS (LE),Salle 1,Tout public à partir de 14 ans,,Comédie,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,19€,"13,5€",14€,,
7230,Françé,Françé [7230],http://www.festivaloffavignon.com/spectacles/7230-fran,https://www.festivaloffavignon.com/data/spectacles/7230-XFpIKTUpF7ThCA6WGxRc-catalogue.jpg,11:00:00,12:15:00,1:15:00,HALLES (THÉÂTRE DES),Chapitre,Tout public à partir de 12 ans,Mercredi,Théâtre,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://www.enelle.org,https://www.instagram.com/laminediagne_enellecie/,https://www.facebook.com/enellecielaminediagne/?locale=fr_FR,23€,15€,,,
7639,Shadow Kingdom (Le Royaume des Ombres),Shadow Kingdom (Le Royaume des Ombres) [7639],http://www.festivaloffavignon.com/spectacles/7639-shadow-kingdom-le-royaume-des-ombres,https://www.festivaloffavignon.com/data/spectacles/7639-uF2QDIcfe9OTmhAQ521v-catalogue.jpg,10:05:00,11:00:00,0:55:00,BUFFON (LE) / LUNA THÉÂTRES,BUFFON,Tout public à partir de 6 ans,Mercredi,Arts de la marionnette,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://www.mochinosha.com,,,22€,15€,10€,15€,
5779,Dans la peau de Cyrano,Dans la peau de Cyrano [5779],http://www.festivaloffavignon.com/spectacles/5779-dans-la-peau-de-cyrano,https://www.festivaloffavignon.com/data/spectacles/5779-44HEK2flgdzd7UtMrPMF-catalogue.jpg,13:45:00,15:10:00,1:25:00,CORPS SAINTS (THÉÂTRE DES),Salle 3,Tout public à partir de 10 ans,,Seul·e en scène,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,https://www.pony-production.com/,,,22€,15€,15€,,
5538,Vermeer et son faussaire,Vermeer et son faussaire [5538],http://www.festivaloffavignon.com/spectacles/5538-vermeer-et-son-faussaire,https://www.festivaloffavignon.com/data/spectacles/5538-4kg7ePqBKNr2Q7A4VIPs-catalogue.jpg,18:50:00,20:00:00,1:10:00,ORIFLAMME (L'),L'ORIFLAMME,Tout public à partir de 10 ans,Mercredi,Théâtre contemporain,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,,,,22€,12€,12€,15€,
7054,Les Grands Rôles,Les Grands Rôles [7054],http://www.festivaloffavignon.com/spectacles/7054-les-grands-rles,https://www.festivaloffavignon.com/data/spectacles/7054-msjjjkLNJSJI32FZrlIc-catalogue.jpg,15:25:00,16:55:00,1:30:00,PETIT LOUVRE (LE) (Chapelle des Templiers) – Mois Molière,CHAPELLE DES TEMPLIERS,Tout public à partir de 7 ans,,Théâtre classique,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,https://lesmauvaiseleves.fr/,,https://www.facebook.com/lesmauvaiseleves,23€,10€,10€,10€,
7631,"Sois polie, dis merci","Sois polie, dis merci [7631]",http://www.festivaloffavignon.com/spectacles/7631-sois-polie-dis-merci,https://www.festivaloffavignon.com/data/spectacles/7631-fKzLjL50FiN2Jc78CtDC-catalogue.png,12:05:00,13:05:00,1:00:00,AUTRE CARNOT (THÉÂTRE L'),Salle 2 - Salle Lulu,Tout public à partir de 16 ans,,Stand-up,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,https://lecitronbleu.fr/,https://www.instagram.com/le_citron_bleu_,https://www.facebook.com/lecitronbleu,18€,"12,5€",,"12,5€",
7578,24 Heures,24 Heures [7578],http://www.festivaloffavignon.com/spectacles/7578-24-heures,https://www.festivaloffavignon.com/data/spectacles/7578-j3fkHtVgDSphm3yOr1rS-catalogue.png,10:00:00,11:00:00,1:00:00,REMPART (THÉÂTRE DU),REMPART (THÉÂTRE DU),Tout public à partir de 12 ans,Jeudi,Seul·e en scène,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,,https://www.instagram.com/international_theatre_paris/,,23€,15€,12€,18€,
7697,Un sujet délicat,Un sujet délicat [7697],http://www.festivaloffavignon.com/spectacles/7697-un-sujet-dlicat,https://www.festivaloffavignon.com/data/spectacles/7697-oWQfwJvOsfmCY81i6PwH-catalogue.jpg,15:45:00,17:05:00,1:20:00,ÉPISCÈNE (THÉÂTRE),Théâtre Episcène,Tout public à partir de 12 ans,,Lecture,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,https://chiennescelestes.wordpress.com,https://www.instagram.com/chiennes_celestes?igsh=ajl6eDFxemdtOHlj,https://www.facebook.com/share/19558Ubqqo/?mibextid=wwXIfr,20€,14€,,14€,
6249,Le Premier Homme,Le Premier Homme [6249],http://www.festivaloffavignon.com/spectacles/6249-le-premier-homme,https://www.festivaloffavignon.com/data/spectacles/6249-B1JLbicMTo4z4vH6jVZY-catalogue.jpg,11:25:00,12:45:00,1:20:00,ROI RENÉ (THÉÂTRE DU),Salle du Roi,Tout public à partir de 13 ans,Mercredi,Théâtre contemporain,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://www.compagniefracasse.com,https://www.instagram.com/compagnie.fracasse/,https://www.facebook.com/search/top?q=compagnie%20fracasse,23€,13€,12€,12€,
6175,Choisis la vie et tu vivras,Choisis la vie et tu vivras [6175],http://www.festivaloffavignon.com/spectacles/6175-choisis-la-vie-et-tu-vivras,https://www.festivaloffavignon.com/data/spectacles/6175-Dx21xsc5wQG0LV4M6FiN-catalogue.PNG,15:05:00,16:20:00,1:15:00,ESSAÏON-AVIGNON (THÉÂTRE),Essaion-Avignon,Tout public à partir de 15 ans,Jeudi,Théâtre contemporain,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,,https://www.instagram.com/laurent_brouazin,,22€,15€,,15€,
7269,MOLIERE,MOLIERE [7269],http://www.festivaloffavignon.com/spectacles/7269-moliere,https://www.festivaloffavignon.com/data/spectacles/7269-czfFOZpjC3eErRTwzFgl-catalogue.jpg,13:35:00,14:55:00,1:20:00,LUCIOLES (THÉÂTRE DES),Salle Fleuve,Tout public à partir de 10 ans,Mercredi,Théâtre contemporain,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://www.grandtigre.fr,https://www.instagram.com/cie_grand_tigre/,https://www.facebook.com/ciegrandtigre,22€,12€,,12€,
5940,New Lyrique Boys Band - Diabolyriques !,New Lyrique Boys Band - Diabolyriques ! [5940],http://www.festivaloffavignon.com/spectacles/5940-new-lyrique-boys-band-diabolyriques,https://www.festivaloffavignon.com/data/spectacles/5940-rbbY1Vju2EoYJYUbq6bX-catalogue.jpg,19:55:00,21:10:00,1:15:00,NOTRE-DAME (THEATRE DE),Salle Bleue,Tout public à partir de 4 ans,Mardi,Spectacle musical,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,https://compagnieaccordparfait.fr/,,https://www.facebook.com/compagnieaccordparfait,22€,"15,5€",12€,15€,
7843,Autobiography of a Butterfly,Autobiography of a Butterfly [7843],http://www.festivaloffavignon.com/spectacles/7843-autobiography-of-a-butterfly,https://www.festivaloffavignon.com/data/spectacles/7843-aDpnqctudmKmfKNKG3N9-catalogue.jpg,12:00:00,12:40:00,0:40:00,ÉTOILES (LES),Salle 2,Tout public à partir de 14 ans,,Danse,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
7196,Demain tout le monde aura oublié,Demain tout le monde aura oublié [7196],http://www.festivaloffavignon.com/spectacles/7196-demain-tout-le-monde-aura-oubli,https://www.festivaloffavignon.com/data/spectacles/7196-MuN610QJkgqRPEUDlhk1-catalogue.jpg,13:20:00,14:40:00,1:20:00,ROI RENÉ (THÉÂTRE DU),Salle du Roi,Adulte uniquement à partir de 10 ans,Mercredi,Théâtre,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,,,,"23,5€","16,5€","14,5€","18,5€",
5723,Preuve d'amour,Preuve d'amour [5723],http://www.festivaloffavignon.com/spectacles/5723-preuve-d-amour,https://www.festivaloffavignon.com/data/spectacles/5723-KuFgqvkLyWvnE6y5uEgX-catalogue.jpg,14:00:00,15:15:00,1:15:00,NOTRE-DAME (THEATRE DE),Salle Noire,Tout public,Mardi,Comédie,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,,,,20€,14€,,,
5711,Je t'écris du Paradis,Je t'écris du Paradis [5711],http://www.festivaloffavignon.com/spectacles/5711-je-t-cris-du-paradis,https://www.festivaloffavignon.com/data/spectacles/5711-ZG0NDwelw0eYgw72Ij1s-catalogue.png,18:45:00,19:45:00,1:00:00,ÉTOILES (LES),Salle 1,Tout public à partir de 8 ans,Mercredi,Théâtre contemporain,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://collectifkrachk.fr/,https://www.instagram.com/krachk_/,https://www.facebook.com/profile.php?id=61571781136563,20€,12€,10€,16€,
6157,Par la Fenêtre,Par la Fenêtre [6157],http://www.festivaloffavignon.com/spectacles/6157-par-la-fentre,https://www.festivaloffavignon.com/data/spectacles/6157-Kai4oXdqEfRGIA5whjLL-catalogue.jpg,18:00:00,19:00:00,1:00:00,AU VIEUX BALANCIER,Salle Shakespeare,Tout public à partir de 7 ans,,Théâtre classique,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,https://www.rugirlart.fr,https://www.instagram.com/rugir_lart/,https://www.facebook.com/cierugirlart,20€,14€,8€,14€,
5859,Un soupçon d'amitié,Un soupçon d'amitié [5859],http://www.festivaloffavignon.com/spectacles/5859-un-soupon-d-amiti,https://www.festivaloffavignon.com/data/spectacles/5859-WEOdrYvh4ycZs2FqLCFs-catalogue.jpg,17:40:00,19:10:00,1:30:00,ACTUEL (THÉÂTRE),ACTUEL (THÉÂTRE),Tout public à partir de 12 ans,Mardi,Théâtre contemporain,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,https://www.atelier-theatre-actuel.com/,https://www.instagram.com/ateliertheatreactuel/,https://www.facebook.com/AtelierTheatreActuel?locale=fr_FR,24€,17€,,,
6880,Ma Foudre,Ma Foudre [6880],http://www.festivaloffavignon.com/spectacles/6880-ma-foudre,https://www.festivaloffavignon.com/data/spectacles/6880-wGeewnBSrP3PsKeg3CdT-catalogue.jpg,19:40:00,21:20:00,1:40:00,11 • AVIGNON,Salle 2,Tout public à partir de 13 ans,Vendredi,Théâtre contemporain,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,https://fabriqueabelleville.com/,https://www.instagram.com/fabriqueabelleville/,https://www.facebook.com/FabriqueaBelleville,23€,16€,11€,,
6392,La Chienlit - Épisode 1: Pour un fascisme ludique et sans complexe,La Chienlit - Épisode 1: Pour un fascisme ludique et sans complexe [6392],http://www.festivaloffavignon.com/spectacles/6392-la-chienlit-pisode-1-pour-un-fascisme-ludique-et-sans-complexe,https://www.festivaloffavignon.com/data/spectacles/6392-ZwiO32Ln56XN3bR2uzGI-catalogue.jpg,22:00:00,23:15:00,1:15:00,TRAIN BLEU (THÉÂTRE DU),Salle 1,Tout public à partir de 12 ans,,Présentation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,https://www.grandcolossal.com/,https://www.instagram.com/p/CtCV71uIQok/,https://www.facebook.com/profile.php?id=100063443757137,20€,14€,,,
7794,De Chair et de feu,De Chair et de feu [7794],http://www.festivaloffavignon.com/spectacles/7794-de-chair-et-de-feu,https://www.festivaloffavignon.com/data/spectacles/7794-kqupqK3cCHgWFRpwm6IZ-catalogue.jpg,20:45:00,21:45:00,1:00:00,ALBATROS (THÉÂTRE),Salle côté Jardin,Tout public à partir de 8 ans,,Poésie,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,https://www.compagnielesdemarques.fr/,,,20€,12€,10€,12€,
5621,Je Suis,Je Suis [5621],http://www.festivaloffavignon.com/spectacles/5621-je-suis,https://www.festivaloffavignon.com/data/spectacles/5621-Xu2sObQj4eAHdq9M3k72-catalogue.png,13:15:00,14:15:00,1:00:00,REMPART (THÉÂTRE DU),REMPART (THÉÂTRE DU),Tout public à partir de 3 ans,Jeudi,Danse contemporaine,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,https://www.cie-evolves.fr,https://www.instagram.com/co.evolves/,https://www.facebook.com/cie.evolves,18€,12€,10€,"12,5€",
7445,Poison,Poison [7445],http://www.festivaloffavignon.com/spectacles/7445-poison,https://www.festivaloffavignon.com/data/spectacles/7445-9qeRWm4TtmO3EmbwpY2A-catalogue.png,13:15:00,14:20:00,1:05:00,BARRIQUES (THÉÂTRE DES),Salle Bleue,Tout public à partir de 14 ans,Mardi,Théâtre contemporain,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,https://www.compagniedelarbrequimarche.com/,,,19€,11€,,13€,
5829,Le gros qui fume...,Le gros qui fume... [5829],http://www.festivaloffavignon.com/spectacles/5829-le-gros-qui-fume,https://www.festivaloffavignon.com/data/spectacles/5829-0lLCyQOtgegpWj6ymnRO-catalogue.jpg,17:00:00,18:20:00,1:20:00,BÉLIERS (THÉÂTRE DES),Salle 1,Tout public à partir de 10 ans,Mardi,Théâtre contemporain,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,https://www.theatredesbeliersparisiens.com/les-beliers-en-tournee/,https://www.instagram.com/lesbeliersentournee,https://www.facebook.com/lesbeliersentournee,26€,15€,,,
6919,"We, Sex & Fun","We, Sex & Fun [6919]",http://www.festivaloffavignon.com/spectacles/6919-we-sex-fun,https://www.festivaloffavignon.com/data/spectacles/6919-aR1sLMW1DyZfGZRyFBdF-catalogue.jpg,18:00:00,19:00:00,1:00:00,ATELIER  (L') (La Manutention),L'Atelier,Adulte uniquement à partir de 16 ans,Mardi,Performance,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,http://www.david-rolland.com,,https://www.facebook.com/CieDRC/,12€,8€,,,
5589,Fragment(S),Fragment(S) [5589],http://www.festivaloffavignon.com/spectacles/5589-fragment-s,https://www.festivaloffavignon.com/data/spectacles/5589-JvjlXEM1hVmzwg9jzQ4j-catalogue.jpg,20:30:00,21:35:00,1:05:00,"ALYA, L'ESPACE",Salle A,Tout public à partir de 7 ans,Mercredi,Danse contemporaine,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://cjayart.com/,https://www.instagram.com/c_jay_art/,https://www.facebook.com/share/12GeWGipHmK/?mibextid=wwXIfr,20€,10€,10€,14€,
7782,Nettoyage à sec uniquement !,Nettoyage à sec uniquement ! [7782],http://www.festivaloffavignon.com/spectacles/7782-nettoyage-sec-uniquement,https://www.festivaloffavignon.com/data/spectacles/7782-T9ppk8ubQHrr7HZ7VEoc-catalogue.jpg,22:00:00,23:00:00,1:00:00,ANGE (THÉÂTRE DE L'),Angelino,Tout public à partir de 10 ans,Mardi,Comédie,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,http://plumousica.com,https://www.instagram.com/compagnie_plumousica,https://www.facebook.com/profile.php?id=100088808333718,18€,"12,5€",,,
5540,Le trésor de la Buse,Le trésor de la Buse [5540],http://www.festivaloffavignon.com/spectacles/5540-le-trsor-de-la-buse,https://www.festivaloffavignon.com/data/spectacles/5540-LFAJFxKXkWUuOw2p7J0J-catalogue.jpg,16:20:00,17:30:00,1:10:00,CABESTAN (THÉÂTRE LE),Théâtre Le Cabestan,Jeune public de 5 à 11 ans,,Théâtre contemporain,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,https://lecabestan.org/,https://www.instagram.com/theatrecabestan/?hl=fr,https://www.facebook.com/theatre.lecabestan/,17€,12€,10€,12€,
7295,Seul•e - DIANA DA DIVA,Seul•e - DIANA DA DIVA [7295],http://www.festivaloffavignon.com/spectacles/7295-seul-e-diana-da-diva,https://www.festivaloffavignon.com/data/spectacles/7295-Fn3j3KIrSZHCjVkwPhB4-catalogue.jpg,21:20:00,22:25:00,1:05:00,LUNA (LA) / LUNA THÉÂTRES,Salle 2,Tout public à partir de 14 ans,Lundi,Seul·e en scène,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,https://www.lesreverberes.com,https://www.instagram.com/lesreverberes/,https://www.facebook.com/lacompagnielesreverberes,20€,14€,,15€,
6254,keshi,keshi [6254],http://www.festivaloffavignon.com/spectacles/6254-keshi,https://www.festivaloffavignon.com/data/spectacles/6254-Bp7tvryXjw1U5ctvPujy-catalogue.jpg,10:00:00,11:20:00,1:20:00,11 • AVIGNON,Salle 2,Tout public à partir de 14 ans,Vendredi,Théâtre citoyen,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,https://www.cameleon.pf,https://www.instagram.com/cameleon.tahiti/,https://www.facebook.com/Cameleontahitiofficiel,23€,11€,11€,,
5692,Bouba - Neuf moi(s),Bouba - Neuf moi(s) [5692],http://www.festivaloffavignon.com/spectacles/5692-bouba-neuf-moi-s,https://www.festivaloffavignon.com/data/spectacles/5692-e0JlMQxiRH7Rn4doPptS-catalogue.jpg,21:30:00,22:30:00,1:00:00,ÉTOILES (LES),Salle 1,Tout public à partir de 10 ans,Mercredi,Comédie,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://www.boulegueproduction.com/spectacles/bouba-neuf-mois,https://www.instagram.com/boubacarkabo1/,https://www.facebook.com/Boubakaboacteur/?locale=fr_FR,16€,11€,,11€,
7614,Le cœur tatoué du conférencier,Le cœur tatoué du conférencier [7614],http://www.festivaloffavignon.com/spectacles/7614-le-coeur-tatou-du-confrencier,https://www.festivaloffavignon.com/data/spectacles/7614-6T8P8QC6zcMibvvPp2tX-catalogue.jpg,21:45:00,23:00:00,1:15:00,TREMPLIN,salle Baladins,Tout public à partir de 10 ans,,Seul·e en scène,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,10€,5€,5€,5€,
6174,Rêves de jouets,Rêves de jouets [6174],http://www.festivaloffavignon.com/spectacles/6174-rves-de-jouets,https://www.festivaloffavignon.com/data/spectacles/6174-CvUyU5pKL2mc11JDzVYJ-catalogue.jpg,10:05:00,10:35:00,0:30:00,CARRETERIE (THÉÂTRE DE LA),Théâtre de la Carreterie,Jeune public de 0 à 6 ans,***,Théâtre,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False,https://beauxartstabard.fr/,,,12€,8€,8€,,
5565,Boxeur,Boxeur [5565],http://www.festivaloffavignon.com/spectacles/5565-boxeur,https://www.festivaloffavignon.com/data/spectacles/5565-aLB8BDTwWhfrAMI68UKG-catalogue.jpg,11:10:00,12:10:00,1:00:00,ATELIER FLORENTIN (THÉÂTRE DE L'),ATELIER FLORENTIN (THÉÂTRE DE L'),Tout public à partir de 12 ans,Mercredi,Théâtre contemporain,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://www.pequodcompagnia.it,https://www.instagram.com/pequodcompagnia/,https://www.facebook.com/PequodCompagnia,19€,10€,10€,10€,
6592,José Cruz - Portugal voyage au centre du monde,José Cruz - Portugal voyage au centre du monde [6592],http://www.festivaloffavignon.com/spectacles/6592-jos-cruz-portugal-voyage-au-centre-du-monde,https://www.festivaloffavignon.com/data/spectacles/6592-XvTBbhq1equQhhhHQaUC-catalogue.jpg,19:25:00,21:00:00,1:35:00,PARIS (LE),Salle 1,Tout public à partir de 10 ans,,Humour,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,https://www.coeurdescene.fr,https://www.instagram.com/coeur_de_scene_productions/,https://www.facebook.com/coeurdescene,23€,16€,,14€,
6342,"Udjamaa, African live Band","Udjamaa, African live Band [6342]",http://www.festivaloffavignon.com/spectacles/6342-udjamaa-african-live-band,https://www.festivaloffavignon.com/data/spectacles/6342-dmEOQ5b0WOgqUiglvFYu-catalogue.jpg,21:00:00,22:30:00,1:30:00,"95. AU VERBE FOU, THÉÂTRE LITTÉRAIRE",95. AU VERBE FOU (THÉÂTRE LITTÉRAIRE LE),Tout public à partir de 10 ans,***,Concert,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,https://www.leverbefou.fr,,,23€,13€,13€,13€,
6529,Les Deux Autres,Les Deux Autres [6529],http://www.festivaloffavignon.com/spectacles/6529-les-deux-autres,https://www.festivaloffavignon.com/data/spectacles/6529-OPly4llTGE7GH59VBqWi-catalogue.png,17:45:00,18:45:00,1:00:00,BÉLIERS (THÉÂTRE DES),Salle 2,Tout public à partir de 6 ans,Mercredi,Comédie,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,,,https://www.facebook.com/profile.php?id=100066548151917,24€,15€,,,
7526,Zora essaye d'être une bonne personne,Zora essaye d'être une bonne personne [7526],http://www.festivaloffavignon.com/spectacles/7526-zora-essaye-d-tre-une-bonne-personne,https://www.festivaloffavignon.com/data/spectacles/7526-3WYXv7ZWnZyjPzwAnIU7-catalogue.jpg,17:00:00,18:00:00,1:00:00,TACHE D'ENCRE (THÉÂTRE DE LA),Salle du Coq,Tout public à partir de 17 ans,Mercredi,Stand-up,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://www.zorahumoriste.com,https://www.instagram.com/zorahumoriste/,https://www.facebook.com/zorahumoriste,15€,10€,10€,10€,
5803,La Vie d'ma Mère ! - Zèbre à trois,La Vie d'ma Mère ! - Zèbre à trois [5803],http://www.festivaloffavignon.com/spectacles/5803-la-vie-d-ma-mre-zbre-trois,https://www.festivaloffavignon.com/data/spectacles/5803-j9INYGpRjlKHv5aZl0HQ-catalogue.jpg,15:30:00,16:30:00,1:00:00,ARRACHE-CŒUR (THÉÂTRE DE L'),Salle Boris Vian,Jeune public à partir de 6 ans,Mercredi,Spectacle musical,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://www.vocal26.com,,https://www.facebook.com/vocal26,14€,9€,9€,9€,
5705,Et si on s'aimait ?,Et si on s'aimait ? [5705],http://www.festivaloffavignon.com/spectacles/5705-et-si-on-s-aimait,https://www.festivaloffavignon.com/data/spectacles/5705-cAj2DvT8KSoaZiaRWC9c-catalogue.png,18:30:00,19:45:00,1:15:00,PIXEL AVIGNON,Pixel Avignon,Tout public à partir de 12 ans,Jeudi,Comédie,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,,https://www.instagram.com/cie_lanuitdapres/,,19€,"13,5€",,,
6484,The Threeman Show,The Threeman Show [6484],http://www.festivaloffavignon.com/spectacles/6484-the-threeman-show,https://www.festivaloffavignon.com/data/spectacles/6484-N9ceYwJoaev7sa3GeP9Q-catalogue.jpg,20:55:00,21:55:00,1:00:00,OBSERVANCE (THEATRE DE L'),Salle 2,Tout public à partir de 10 ans,Mercredi,Stand-up,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://www.instagram.com/aliocha____/,https://www.instagram.com/crettexanthony/,https://www.instagram.com/vladesblagues/,19€,12€,12€,13€,
6077,Présentation des activités de l'Association,Présentation des activités de l'Association [6077],http://www.festivaloffavignon.com/spectacles/6077-prsentation-des-activits-de-l-association,https://www.festivaloffavignon.com/data/spectacles/6077-kHGzMXbnhCdY5wqPvHlY-catalogue.jpg,14:15:00,15:30:00,1:15:00,TRAIN BLEU (THÉÂTRE DU),Salle 2,Tout public à partir de 12 ans,,Présentation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,
6842,49 DEGRÉS,49 DEGRÉS [6842],http://www.festivaloffavignon.com/spectacles/6842-49-degrs,https://www.festivaloffavignon.com/data/spectacles/6842-bvj6MdNWVovBz1Deqwv8-catalogue.png,12:05:00,13:10:00,1:05:00,FACTORY (LA) - 2-Espace Roseau Teinturiers,Salle 1,Tout public à partir de 12 ans,Mardi,Théâtre contemporain,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,https://explogroup.ca/,https://www.instagram.com/explo_group/,https://www.facebook.com/eXplogroup,22€,12€,12€,15€,
5682,Eurêkoi ?,Eurêkoi ? [5682],http://www.festivaloffavignon.com/spectacles/5682-eurkoi,https://www.festivaloffavignon.com/data/spectacles/5682-Jkqo3RhlpdvTuQ0WmbMP-catalogue.jpg,12:10:00,12:50:00,0:40:00,PRÉSENCE PASTEUR,Salle 4,Tout public à partir de 12 ans,***,Théâtre contemporain,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,https://www.lacompagnieducreach.fr/,,https://www.facebook.com/profile.php?id=100063115696020,8€,"5,5€",,"5,5€",
